url,title,description,date
https://www.washingtonpost.com/world/national-security/he-knew-that-i-would-be-an-easy-target-ex-chris-christie-aide-blames-him-for-bridgegate-scandal/2019/04/24/7fef1748-66a3-11e9-8985-4cf30147bdca_story.html,‘He knew that I would be an easy target’: Ex-Chris Christie aide blames him for Bridgegate scandal - The Washington Post,Bridget Kelly was sentenced to 13 months in prison on Wednesday.,2019_04_25
https://www.theverge.com/2019/4/24/18514652/samsung-galaxy-fold-screen-display-broken-delay-foldable-phone,Samsung Galaxy Fold: the latest on the beleaguered foldable phone - The Verge,"Samsung’s foldable phone, the Galaxy Fold, was originally set to release on April 26th, 2019, in the US. Following the malfunction of its foldable OLED screen on several review units, Samsung has delayed the launch indefinitely, stating that it will announce …",2019_04_25
https://www.cnbc.com/2019/04/24/chipotle-q1-2019-earnings.html,"Chipotle earnings top estimates as digital sales double, boosts same-store sales outlook - CNBC",Chipotle Mexican Grill on Wednesday reported earnings and revenue that beat analysts' expectations after doubling its digital sales during the quarter.,2019_04_25
https://www.npr.org/2019/04/24/716712161/global-effort-begins-to-stop-social-media-from-spreading-terrorism,"After Christchurch And Sri Lanka Attacks, Global Calls To Assess Social Media - NPR","New Zealand Prime Minister Jacinda Ardern said her country and France will lead a meeting with world leaders next month. Social media is now a ""centerpiece"" for terrorist outreach, an expert says.",2019_04_25
https://www.philadelphiaeagles.com/news/the-final-fran-mock-draft-you-make-the-pick-for-the-eagles-at-no-25,The Final Fran Mock Draft: You make the pick for the Eagles at No. 25 - PhiladelphiaEagles.com,Fran Duffy plays the role of general manager for the first 24 selections then you're on the clock. Who should be the newest member of the Philadelphia Eagles?,2019_04_25
https://www.space.com/launch-abort-systems-of-spacex-boeing.html,The Emergency Launch Abort Systems of SpaceX and Boeing Explained - Space.com,Not all launch abort systems work the same way.,2019_04_25
https://www.washingtonexaminer.com/policy/defense-national-security/kim-jong-un-meeting-putin-to-seek-protection-from-us-sanctions,Kim Jong Un meeting Putin to seek protection from US sanctions - Washington Examiner,"North Korea wants to expand political and economic ties with Russia, dictator Kim Jong Un said on the eve of his first meeting with Russian President Vladimir Putin.",2019_04_25
https://abcnews.go.com/Politics/president-trump-takes-credit-progress-combating-opioid-crisis/story?id=62604618,Trump claims credit for progress in fighting opioid epidemic - ABC News,President Donald Trump on Wednesday took credit for he said was good progress combatting the nation's opioid epidemic.,2019_04_25
https://www.washingtonexaminer.com/opinion/putin-just-made-a-move-on-ukraine-trump-needs-to-respond,Putin just made a move on Ukraine. Trump needs to respond - Washington Examiner,"In a new challenge to Ukraine on Wednesday, President Vladimir Putin offered Russian passports to residents of eastern Ukraine.",2019_04_25
https://abcnews.go.com/Politics/dhs-chief-wanted-cabinet-level-election-threat-meetings/story?id=62598630,"Ex-DHS chief wanted cabinet-level election threat meetings, WH refused: Officials - ABC News","Then-DHS Sec. Kirstjen Nielsen was prevented from convening senior cabinet meetings at the White House on Russian interference, two senior officials said.",2019_04_25
https://www.bbc.co.uk/sport/football/48046995,Man Utd 0-2 Man City: Pep Guardiola urges side to stay calm - BBC Sport,"Manchester City's players need to stay calm in order to win the Premier League title for a second successive year, says manager Pep Guardiola.",2019_04_25
https://www.theguardian.com/society/2019/apr/25/food-bank-network-hands-out-record-16m-food-parcels-in-a-year,Food bank network hands out record 1.6m food parcels in a year - The Guardian,Trussell Trust tells state not to rely on them and demands changes to UK benefit system,2019_04_25
https://www.theguardian.com/society/2019/apr/25/nearly-170m-under-10s-unvaccinated-against-measles-worldwide,Nearly 170m under-10s unvaccinated against measles worldwide - The Guardian,"Figure includes half a million in UK, as Unicef warns the disease could ‘spread like wildfire’",2019_04_25
https://news.sky.com/story/teen-arrested-after-fatal-birmingham-stabbing-11702895,Teen arrested after fatal Birmingham stabbing - Sky News,An 18-year-old dies after being found with stab wounds in the Harborne area of the city.,2019_04_25
https://www.theguardian.com/football/video/2019/apr/24/emery-angry-himself-arsenal-nuno-wolves-self-belief-video,Emery 'angry' at himself not his Arsenal players as Nuno hails Wolves 'self-belief' – video - The Guardian,Wolves have now picked up 16 points in their matches against the current top six this season,2019_04_25
https://www.bbc.co.uk/sport/athletics/48044579,Mo Farah & Haile Gebrselassie in dispute over alleged theft - BBC Sport,Four-time Olympic champion Mo Farah and Haile Gebrselassie accuse each other over a version of events regarding an alleged theft at a hotel.,2019_04_25
https://www.dailymail.co.uk/news/article-6956973/Ann-Widdecombe-kicked-Conservatives.html,Ann Widdecombe is kicked out of the Conservatives - Daily Mail,"The former Shadow Home Secretary made the explosive announcement yesterday that she would stand for the pro-Leave Brexit Party, rather than her own.",2019_04_25
https://www.theguardian.com/technology/2019/apr/24/tesla-posts-bigger-losses-than-expected-in-delayed-earnings-report,Tesla earnings: company posts surprisingly large losses in delayed report - The Guardian,Firm reveals losses of $2.90 a share after waiting more than an hour after markets close,2019_04_25
https://www.bbc.co.uk/news/business-48045138,Facebook sets aside $3bn for privacy probe - BBC News,The social media giant said sales for the first three months of the year leapt 26% to $15.08bn,2019_04_25
https://www.dailymail.co.uk/tvshowbiz/article-6956609/Game-Thrones-releases-episode-3-snaps-featuring-Sansa-Stark-armor-Battle-Winterfell.html,Game Of Thrones releases episode 3 snaps featuring Sansa Stark in armor before Battle of Winterfell - Daily Mail,HBO released six images from the upcoming Game Of Thrones episode 3 of the 8th and final season on Wednesday.,2019_04_25
https://www.mirror.co.uk/news/world-news/rotting-dead-bodies-leaking-fluids-14574622,'Rotting dead bodies leaking fluids left on trolleys in hospital corridors' - Mirror Online,"Consultants at University Hospital Waterford, in Ireland, claimed the corpses were left on trolleys due to 'inadequate body storage and refrigeration facilities'",2019_04_25
https://www.irishmirror.ie/showbiz/celebrity-news/simon-cowell-says-louis-tomlinson-14576684,Simon Cowell says Louis Tomlinson can take time off from X Factor after sister's death - Irish Mirror,Simon Cowell says there's no pressure for pop star Louis Tomlinson to get back to work after the loss of his sister Félicité,2019_04_25
https://www.dailymail.co.uk/tvshowbiz/article-6956605/Mrs-Hinchs-Sophie-Hinchliffe-reveals-shes-rushed-hospital-notice.html,Mrs Hinch's Sophie Hinchliffe reveals she's been rushed to hospital 'until further notice' - Daily Mail,"The pregnant cleaning Queen, 29, who has 2.4million Instagram followers, insisted to her worried fans that her unborn baby, who she calls mini Hinch, is 'doing fine'.",2019_04_25
https://www.telegraph.co.uk/business/2019/04/24/bt-retreats-ireland-400m-sale-international-selloff-gains-pace/,BT retreats from Ireland with £400m sale as international sell-off gains pace - Telegraph.co.uk,"BT is planning a retreat from Ireland with a &pound;400m auction of its business serving corporate clients in the Republic, The Telegraph can reveal.",2019_04_25
https://www.manchestereveningnews.co.uk/sport/football/football-news/joe-hart-explains-what-raheem-16176749,Joe Hart explains what Raheem Sterling has changed from his Liverpool FC days - Manchester Evening News,Man City were facing Man United in the Premier League at Old Trafford,2019_04_25
https://www.itv.com/news/2019-04-24/zaghari-ratcliffe-could-be-released-as-part-of-prisoner-exchange-iran-minister/,Nazanin Zaghari-Ratcliffe could be released as part of prisoner exchange says Iran minister Javad Zarif - ITV News,"Iran’s foreign minister has suggested charity worker Nazanin Zaghari-Ratcliffe could be released as part of a prisoner swap.

The British-Iranian mother was sentenced to five years in jail after being accused of spying by Tehran’s Islamist regime, a charge sh…",2019_04_25
https://www.bbc.co.uk/news/av/education-48046305/how-much-screen-time-should-children-be-allowed,How much screen time should children be allowed? - BBC News,New World Health Organization guidelines say under twos should not have any sedentary screen time.,2019_04_25
https://www.androidauthority.com/oneplus-6t-stock-drop-979536/,Certain OnePlus 6T variants out of stock as company prepares for OnePlus 7 - Android Authority,"As per usual, the latest OnePlus device is starting to go out of stock before a new launch.",2019_04_25
https://www.ft.com/content/d4640b90-668e-11e9-9adc-98bf1d35a056,US cyber chief warns UK against giving Huawei ‘loaded gun’ - Financial Times,Washington spells out concerns over UK decision on 5G mobile network access,2019_04_25
https://www.livescience.com/65316-ancient-crab-giant-eyes.html,"'Beautiful Nightmare' Crab Sported Lobster Shell, Shrimp Mouth and Soccer Ball Eyes - Live Science","An ancient crab that lived during the dinosaur age was so strange, paleontologists are calling it the platypus of the crab world.",2019_04_25
https://www.thestar.com/sports/bluejays/2019/04/22/blue-jays-calling-up-top-prospect-vladimir-guerrero-jr.html,Blue Jays calling up top prospect Vladimir Guerrero Jr. - Toronto Star,"The Montreal-born slugger who grew up in the Dominican Republic is the first, and most touted, prospect among several talented young players expected to make their debuts for Toronto in the coming seasons.",2019_04_25
https://www.newswire.ca/news-releases/minister-of-health-announces-partnerships-to-improve-vaccination-rates-in-canada-830184780.html,Minister of Health announces partnerships to improve vaccination rates in Canada - Canada NewsWire,"New project will improve access to vaccination and increase vaccine coverage SURREY, BC, April 24, 2019 /CNW/ - The majority of Canadians vaccinate their...",2019_04_25
https://www.ctvnews.ca/politics/wilson-raybould-philpott-address-b-c-first-nations-justice-council-1.4393539,Wilson-Raybould slams feds for 'incremental' progress on Indigenous rights recognition - CTV News,"Former Liberal justice minister Jody Wilson-Raybould is slamming the federal government she was once a part of for making only “incremental” progress on the Indigenous justice file and their promise to ""decolonialize"" Canadian laws and policies.",2019_04_25
https://www.sciencealert.com/the-latest-rich-colour-nebula-image-from-hubble-will-make-you-feel-puny,This Special Hubble Birthday Image Will Make You Feel So Incredibly Puny - ScienceAlert,"Since it was first launched on 24 April 1990, NASA's Hubble Space Telescope has made more than 1.4 million observations of nearly 45,000 celestial objects. For its 29th birthday, NASA has singled out just one.",2019_04_25
https://www.businessinsider.com/satya-nadella-most-successful-microsoft-product-since-ceo-2019-4,The most successful product Microsoft released since Satya Nadella became CEO just reached 100 million users - Business Insider,"It's called Enterprise Mobility, and it's earned its place among Microsoft's firmament of hit products.",2019_04_25
https://www.theweathernetwork.com/ca/news/article/flooding-in-bracebridge-muskoka-ontario-state-of-emergency,"Emergency declared as flooding hits Bracebridge, Huntsville - The Weather Network",Water levels are still high after a very rainy weekend.,2019_04_25
https://www.cbc.ca/news/business/tesla-losses-first-quarter-1.5109764,Tesla reports $700M 1st-quarter losses with more trouble to come - CBC.ca,Tesla Inc. reported a $700 million loss on Wednesday for the first quarter and said it would also lose money in the second as it struggled to deliver cars to customers and launch a cheaper version of its Model 3 sedan.,2019_04_25
https://www.sportsnet.ca/hockey/nhl/analyzing-maple-leafs-lost-bruins/,Analyzing how and why the Maple Leafs lost again to the Bruins - Sportsnet.ca,"This looked to be the year Toronto was ready to finally break through and win a round in the Stanley Cup Playoffs, but after another Game 7 ouster at the hands of the Boston Bruins, Leafs Nation is fuming and frustrated. Andrew Berkshire looks at just went wr…",2019_04_25
https://www.sciencedaily.com/releases/2019/04/190424153512.htm,Major deep carbon sink linked to microbes found near volcano chains: Scientists show how microbes help store millions of tons of carbon dioxide - Science Daily,"Up to about 19% more carbon dioxide than previously believed is removed naturally and stored underground between coastal trenches and inland chains of volcanoes, keeping the greenhouse gas from entering the atmosphere, according to a new study.",2019_04_25
https://www.thespec.com/whatson-story/9300631-killing-patient-zero-profiles-quebec-man-unfairly-targeted-in-aids-epidemic/,Killing Patient Zero profiles Quebec man unfairly targeted in AIDS epidemic - TheSpec.com,"In the late 1970s, Quebecois flight attendant Gaetan Dugas was openly and proudly gay, described by friends as flamboyant, sexual and generous, with a supportive family and penchant for makeup.",2019_04_25
https://globalnews.ca/news/5197792/philippines-canada-garbage-containers/,Philippines keeps telling Canada to pick up its trash — why is it still there? - Global News,"On Tuesday, President Rodrigo Duterte said he will “declare war” against Canada if the situation isn't dealt with in the coming week.",2019_04_25
https://www.theglobeandmail.com/sports/basketball/article-toronto-raptors-philadelphia-76ers-retool-in-anticipation-of-the-nba/,"Toronto Raptors, Philadelphia 76ers retool in anticipation of the NBA Eastern playoff series - The Globe and Mail",The second-seeded Raptors will face a much stronger playoff test in the 76ers. The series starts Saturday night in Toronto,2019_04_25
https://globalnews.ca/news/5199310/measles-us-cases-25-year-high/,U.S. measles cases hit 25-year high as misinformation on vaccines spreads - Global News,"New York City health officials on Wednesday reported 61 new cases since late last week, pushing this year’s nationwide tally past the 667 cases reported for all of 2014.",2019_04_25
https://nationalpost.com/news/john-ivison-frustrated-albertans-want-to-see-a-confrontational-jason-kenney,"John Ivison: Frustrated Albertans want to see Jason Kenney get very aggressive, very quickly - National Post",Research suggests Alberta’s premier-designate will find it hard not to prosecute even his most contentious election promises,2019_04_25
https://atlantic.ctvnews.ca/rising-st-john-river-frustrating-swath-of-southern-new-brunswick-1.4392800,Rising St. John River frustrating swath of southern New Brunswick - CTV News,"Rising waters have reduced the Trans-Canada Highway to a single lane east of Fredericton, and officials say one portion of the key artery will be closed to traffic altogether Wednesday evening.",2019_04_25
https://globalnews.ca/news/5198901/anti-semitic-hate-crime-allegedly-staged-by-cafe-owners-say-winnipeg-police/,"‘Worst’ anti-Semitic hate crime at Winnipeg cafe was allegedly faked by owners, say police - Global News","Three owners of the BerMax Caffé were arrested Wednesday and charged with public mischief, according to police.",2019_04_25
https://www.cbc.ca/news/thenational/national-today-newsletter-air-quality-737-max-work-burnout-1.5107179,"How rising risks of air pollution are affecting health, life expectancy - CBC.ca","A closer look at the day's most notable stories with The National's Jonathon Gatehouse: Air pollution, already one of the world's biggest killers, is getting worse; Boeing faces a major image problem with its 737 Max; changing work culture to prevent burnout.",2019_04_25
https://www.cbc.ca/news/canada/prince-edward-island/pei-votes-minority-government-progressive-conservative-1.5108457,Minority government uncharted territory for P.E.I. - CBC.ca,"P.E.I. is waking up to a new political landscape Wednesday morning, but it is not entirely clear how a government will come together.",2019_04_25
https://mobilesyrup.com/2019/04/24/galaxy-fold-ifixit-teardown/,iFixit reveals dust and debris are the Galaxy Fold's Achilles heel - MobileSyrup,iFixit's latest teardown explores some of the reasons behind the Galaxy Fold's fragile display.,2019_04_25
https://toronto.ctvnews.ca/ford-government-proposing-to-end-ohip-coverage-while-ontarians-travel-abroad-1.4393142,Ford government proposing to end OHIP coverage while Ontarians travel abroad - CTV News,"The Ford government is proposing to end OHIP coverage for Ontarians when they travel outside of Canada, saying most tourists buy private health insurance for trips anyways.",2019_04_25
https://www.news.com.au/travel/travel-ideas/weird-and-wacky/study-claims-ancient-dinosaur-discovery-influenced-delusion/news-story/bd78c25576b8fa581cac7360dd8ebc09,Loch Ness: Study claims to solve sea monster mystery - NEWS.com.au,"Reports that a creature was living in Scotland’s Loch Ness go back to the sixth century. Interest increased in the 19th and 20th centuries, in particular, especially after the infamous “surgeon’s photograph” in 1934.",2019_04_25
https://www.news.com.au/entertainment/celebrity-life/royals/palace-responds-to-reports-meghan-and-harry-are-moving-to-africa/news-story/309532c985e717fcf4680587e6c373a9,"Meghan Markle, Prince Harry: Palace responds to Africa reports - NEWS.com.au",Buckingham Palace has responded to widespread reports Prince Harry and Meghan Markle are planning to relocate overseas.,2019_04_25
https://www.bbc.com/news/world-europe-43802085,The secret world of Russia's North Korean workers - BBC News,North Korean migrants working in Russia are facing uncertainty due to UN sanctions.,2019_04_25
https://www.news.com.au/world/breaking-news/william-at-christchurch-nz-anzac-day/news-story/ee7209bc7fde46b0900c104b4ae25d03,Prince William at Auckland Anzac service - NEWS.com.au,Prince William has paid tribute to Australian and New Zealand soldiers at an Anzac Day service in Auckland as he prepares to visit the survivors of the Christchurch mosque attacks.,2019_04_25
https://www.news.com.au/entertainment/celebrity-life/wonder-years-star-fred-savage-accuser-settles-harassment-lawsuit/news-story/cb4e0e86063e7fd31e3dea8b87f2fcef,Fred Savage: Wonder Years star settles lawsuit with accuser - NEWS.com.au,"Fred Savage and Youngjoo Hwang, the female crew member who accused the actor of harassment and assault last year, have settled their lawsuit out of court, Ms Hwang’s lawyer told Page Six.",2019_04_25
https://www.abc.net.au/news/2019-04-25/anzac-day-what-young-people-think/11042000,What young Australians think about Anzac Day - ABC News,"A time to reflect, a tokenistic tradition, or a welcome day off work — young people tell us what they really think of Anzac Day.",2019_04_25
https://www.nrl.com/news/2019/04/25/breaking-point-how-gus-v-cleary-power-struggle-came-to-a-head/,How Phil Gould v Ivan Cleary Penrith Panthers power struggle came to a head - NRL.COM,It was the straw that broke the camel’s back. A minor squabble with major ramifications. Ivan vs Gus.,2019_04_25
https://www.fool.com.au/2019/04/25/3-asx-shares-raising-their-dividends-like-clockwork/,3 ASX shares raising their dividends like clockwork - Motley Fool Australia,These 3 ASX shares have been raising their dividends like clockwork.,2019_04_25
https://www.news.com.au/world/turkey-arrest-islamic-state-member-over-alleged-gallipoli-threat/news-story/c341d250a89f2ad3263a5f2e72b9a437,Anzac Islamic State threat: Gallipoli plot stopped by arrest - NEWS.com.au,"Bill Shorten has urged Australians travelling overseas to exercise a high level of caution, following “deeply concerning” reports of a suspected Islamic State member plotting to attack today’s Anzac commemorations at Gallipoli.",2019_04_25
https://perezhilton.com/denise-richards-charlie-sheen-rhobh/,Denise Richards Admits She 'F**ked Up A Lot' During Her Marriage To Charlie Sheen! - PerezHilton.com,"Denise Richards is opening up about her four-year marriage to Charlie Sheen. On Tuesday night’s episode of the Real Housewives of Beverly Hills, the 48-year-old actress got emotional when discussing her union to the Two and a Half Men actor. Related: Denise R…",2019_04_25
https://7news.com.au/news/disaster-and-emergency/woman-found-dead-after-falling-into-industrial-meat-grinder-at-pennsylvania-processing-plant-c-77201,Woman found dead after falling into industrial meat grinder at Pennsylvania processing plant - 7NEWS,Jill Greninger was found dead in the industrial machine at a processing plant in northern Pennsylvania.,2019_04_25
https://www.afr.com/technology/mobiles-and-tablets/tesla-suffers-us700m-loss-in-first-quarter-20190425-p51h0z,Tesla suffers $US700m loss in first quarter - The Australian Financial Review,The latest report shows Elon Musk's dream has lost about $US6 billion since he began working on building an electric car in 2004.,2019_04_25
https://www.news.com.au/news/national/man-charged-with-murder-over-after-woman-dead-in-melbourne-cbd/news-story/69dfec0d7670ebd7dadb3d62e31bef81,Melbourne: Man charged with murder over after woman dead in Chinatown street - NEWS.com.au,A man accused of murdering a woman whose body was found in Melbourne’s Chinatown is due to face court.,2019_04_25
https://www.abc.net.au/news/2019-04-25/australian-dollar-falls-anz-cba-rate-cut-rba/11045686,"Australian dollar sinks to seven-week low, ANZ and CBA expect interest rate cut by June - ABC News","The Australian dollar falls sharply to hit a seven-week low, as the chances of the Reserve Bank cutting interest rates next month surge.",2019_04_25
https://www.smh.com.au/world/asia/sri-lanka-bombings-the-wealthy-family-behind-the-suicide-attacks-20190425-p51h0n.html,Pregnant wife of Sri Lanka bomber detonated suicide vest - Sydney Morning Herald,"One of the ringleaders of the Sri Lankan bomb attacks was the son of a spice tycoon who was ""brainwashed"" by his radical younger brother.",2019_04_25
https://www.cnet.com/news/google-fit-leaps-into-the-ios-arena/,Google Fit leaps into the iOS arena - CNET,The wearable fitness app goes to play for the other team.,2019_04_25
https://www.news-medical.net/news/20190424/Febrile-seizures-following-vaccination-are-self-resolving-and-not-dangerous.aspx,Febrile seizures following vaccination are self-resolving and not dangerous - News-Medical.net,"New research from the University of Sydney has found the severity of febrile seizures following vaccination is no different to febrile seizures from another cause, such as from a virus, and that the majority of seizures are short-lived, self-resolving and don…",2019_04_25
https://www.adelaidenow.com.au/news/south-australia/anzac-day-sa-live-coverage-12hour-youth-vigil-in-final-stages-ahead-of-6am-dawn-service/live-coverage/f627af5c5c2c64fd07252fa90f738871,Anzac Day: Thousands line streets for march in Adelaide | Live - The Advertiser,Thousands of people have gathered on the streets of Adelaide to observe the traditional Anzac Day March from the city to Pennington.,2019_04_25
https://www.news-medical.net/news/20190424/Sientists-crack-chemical-code-of-incredibly-complex-anti-tumor-antibiotic.aspx,Sientists crack chemical code of incredibly complex 'anti-tumor antibiotic' - News-Medical.net,"After 20 years of dedicated research, scientists have cracked the chemical code of an incredibly complex 'anti-tumor antibiotic' known to be highly effective against cancer cells as well as drug-resistant bacteria, and have reproduced it synthetically in the …",2019_04_25
https://www.theverge.com/2019/4/24/18515047/measles-outbreak-cdc-milestone-new-york-disease-spread,"2019 has seen the most measles cases in 20 years, CDC says - The Verge","The CDC just announced that measles has hit a major milestone as it spreads across the country, infecting the most people since the year 2000 when public health officials declared the virus eliminated in the US. The case count has climbed to 695 people infect…",2019_04_25
https://www.buzzfeednews.com/article/skbaer/sunnyvale-driver-crash-pedestrians,A Veteran With PTSD Who Police Say Intentionally Drove Into A Crowd And Injured 8 People Is Facing Attempted Murder Charges - BuzzFeed News,"Witnesses told police in Sunnyvale, California, that the driver didn't attempt to veer away or slow down and the car sped into the crowd.",2019_04_25
https://www.androidpolice.com/2019/04/24/galaxy-view-2-renders-showcase-massive-17-5-inch-display-and-hinged-kickstand/,[Available from April 26th for $740 through AT&T] Galaxy View 2 renders showcase massive 17.3-inch display and hinged kickstand - Android Police,"Last year, we brought you word of the Galaxy View 2, the successor to 2015's 18-inch monstrosity of a tablet, the Galaxy View. In a set of leaked renders obtained by SamMobile, we now get a glimpse at this ""slimmed-down"" sequel. Going by the renders, the Gala…",2019_04_25
https://www.foxnews.com/world/duterte-philippines-canada-garbage-declare-war,Philippines' Duterte gives Canada 1 week to take back garbage or 'we will declare war' - Fox News,"Filipino President Rodrigo Duterte on Tuesday reportedly threatened he'd ""declare war"" against Canada within the next week if the country fails to remove tons of garbage that was shipped to Manila years ago.",2019_04_25
https://www.foxnews.com/politics/cory-booker-says-his-2020-running-mate-will-be-a-woman,Cory Booker says his 2020 running mate will be a woman - Fox News,"Sen. Cory Booker, D-N.J., announced Wednesday that voters can expect to see a female on the ticket if he wins his party’s nomination.",2019_04_25
https://www.distractify.com/p/netflix-losing-the-office,Is Netflix Losing 'The Office'? New NBC Streaming Service May End Licensing Deal - Distractify,This is a tragedy! It seems Netflix could be losing 'The Office' soon. Here's why the streaming platform may lose its licensing deal in the next year.,2019_04_25
https://www.cnn.com/2019/04/24/us/national-parks-service-deaths-per-week-trnd/index.html,"On average, 6 people die in national parks every week. This is how you can protect yourself - CNN","National parks are safe, but the park service wants visitors to know everything they can to make sure they're not a statistic",2019_04_25
https://www.theguardian.com/football/2019/apr/24/pep-guardiola-turns-manchester-citys-focus-to-burnley-after-derby-win,Pep Guardiola turns Manchester City’s focus to Burnley after derby win - The Guardian,"Manchester City are a point ahead of Liverpool with three games to go and the manager said: ‘It’s incredible what these players have done, but we still have a job to do’",2019_04_25
https://www.standard.co.uk/sport/football/arsenal/wolves-3-arsenal-1-gunners-savaged-at-molineux-as-topfour-hopes-hit-another-bump-on-the-road-a4125581.html,Wolves 3 Arsenal 1: Gunners savaged at Molineux as top-four hopes hit another bump on the road - Evening Standard,,2019_04_25
https://news.sky.com/video/zac-efron-on-becoming-ted-bundy-11702789,Efron and Cole on new serial killer film - Sky News,,2019_04_25
https://www.telegraph.co.uk/politics/2019/04/24/tories-must-reinvent-national-party-eclipsed-nigel-farage/,The Tories must reinvent themselves as the National Party – or be eclipsed by Nigel Farage - Telegraph.co.uk,Delivering Brexit and embracing cultural conservatism are key,2019_04_25
https://www.digitalspy.com/tv/ustv/a27258717/game-of-thrones-season-8-episode-3-first-look-photos-battle-of-winterfell/,"Game of Thrones first-look season 8, episode 3 photos tease Battle of Winterfell - DigitalSpy.com",Is there hope for the living?,2019_04_25
https://www.goal.com/en-gb/news/ole-must-be-hugely-embarrassed-keane-blasts-man-utd-bluffers/eb92jg1ydbpe1wyahr9zm5h5h,Man Utd news: 'Ole Gunna Solskjaer must be hugely embarrassed' – Roy Keane blasts 'bluffers' & warns of repeat of Mourinho sacking - Goal.com,Ole Gunnar Solskjaer's side showed more spirit than they did at Everton at the weekend but still slumped to a 2-0 derby defeat at Old Trafford,2019_04_25
https://www.theguardian.com/politics/2019/apr/24/pmqs-understudies-shine-as-mps-suffer-collective-brain-fade,PMQs understudies shine as MPs suffer collective brain fade - The Guardian,David Lidington very capably reassured MPs that ministers had no immediate plans to do anything,2019_04_25
https://www.cbc.ca/news/canada/british-columbia/bonnie-henry-decriminalization-report-1.5108463,Top health officer calls on B.C. to 'urgently' decriminalize possession of illicit drugs - CBC News,"B.C.'s top health officer has recommended the province move urgently to decriminalize possession of illegal drugs for personal use, saying the years-long overdose crisis needs to be treated as a public health issue, not a criminal justice matter.",2019_04_25
https://www.huffingtonpost.ca/2019/04/24/owners-of-winnipegs-bermax-caffe-bistro-staged-anti-semitic-attack-police_a_23716765/,Owners Of Winnipeg's BerMax Caffé + Bistro Staged Anti-Semitic Attack: Police - HuffPost Canada,Last week officers responded to a report that an employee was assaulted and that the business was vandalized.,2019_04_25
https://globalnews.ca/news/5199899/jwr-first-nations-justice-council/,"Feds trying to ‘manage the problem’ with Indigenous people, rather than work on reconciliation: Wilson-Raybould - Global News","Former justice minister Jody Wilson-Raybould says she believes the federal Liberals have decided to ""manage the problem"" with Indigenous people rather than do the hard work of reconciliation.",2019_04_25
https://www.tsn.ca/76ers-will-test-raptors-newly-established-defensive-identity-1.1295737,76ers will test Raptors newly established defensive identity - TSN,"Toronto showed how good they can be defensively in the first round against Orlando but a talented Philadelphia team will be a more fitting test, Josh Lewenberg writes.",2019_04_25
